no,bugis,indonesia,english,len_bugis,skor_bugis
92,"Sibawa kejadiang iye, alena aga nahi,bau okko masyarakat barak de na sungka millau tolong okko polisi iya bertugas wettu engka ri situasi iya kurang menguntungkan e padae iyaro ibuk iya irisseng maelo mimmanak bayi burame sibawa selamat iye wenni e, ""Narekko mementg parellu bantuang personil, silahkan lao i Posmicawek e yarega personil ri kapangeng,"" imbau Emil. ()","Dengan kejadian ini, dia pun mengimbau kepada masyarakat agar tidak sungkan meminta bantuan kepada polisi yang bertugas saat berada di situasi yang kurang menguntungkan seperti ibu yang diketahui telah melahirkan bayi laki-laki dengan selamat malam ini. ""Jika memang butuh bantuan personil, silahkan datangi Pos terdekat atau personil di lapangan"", imbau Emil. ()","With this incident, he also appealed to the public not to hesitate to ask for help from the police on duty when they are in an unfortunate situation, such as a mother who is known to have given birth to a baby boy safely tonight. ""If you really need personnel assistance, please go to the nearest post or personnel in the field,"" advised Emil. ()",57,10
93,"Narekko alemu kapere' jaji sisunggunna Allata'ala de' parelluang (imang)mu sibawa Alena de' rodoi akkapperekang pole hamba-Na nappa narekko alemu massukkuru', niscayang Alena ridoi polemu assukkurukengmu ero sibaea tau ero madosa de'na engka mappikulu' dosang tau laing. Nappa lao Puangmu ni bali'mu nappa Alena mabberitang laomu aga ero pura alemu jamang.","Jika kamu kafir maka sesungguhnya Allah tidak memerlukan (iman)mu dan Dia tidak meridhai kekafiran bagi hamba-Nya dan jika kamu bersyukur, niscaya Dia meridhai bagimu kesyukuranmu itu dan seorang yang berdosa tidak akan memikul dosa orang lain. Kemudian kepada Tuhanmulah kembalimu lalu Dia memberitakan kepadamu apa yang telah kamu kerjakan.","If you disbelieve then indeed Allah does not need your (faith) and He does not approve of disbelief for His servants and if you are grateful, surely He will be pleased with you for your gratitude and a sinner will not bear the sins of others. Then to your Lord you will return and He will report to you what you have done.",50,10
94,"Paui ku bene'mu maneng) na iyaro wettue engka Asera tau alena millau Ki Nabi ta' saw. Ulaweng lino iya de' nappunnai e (""Narekko Idi maneng elo tuo ri lino sibawa ulaweng na, maka lao ni mai na i aleng Ki maneng mut'ah) yanaritu mut'ah talak (na u pela' maneng ki madeceng-deceng) u pela' ki na degaga anu makeja.","Katakanlah kepada istri-istrimu) yang pada saat itu jumlah mereka ada sembilan orang mereka meminta kepada Nabi saw. perhiasan duniawi yang tidak dipunyai oleh beliau (""Jika kamu sekalian mengingini kehidupan dunia dan perhiasannya, maka marilah supaya diberikan kepada kalian mutah) yakni mutah talak (dan aku ceraikan kalian dengan cara yang baik) aku ceraikan kalian tanpa menimbulkan kemudaratan.","Say to your wives) that at that time there were nine of them they asked the Prophet SAW. worldly jewelry that he does not have (""If you all desire worldly life and its jewels, then let it be given to you mutah) namely mutah talak (and I will divorce you in a good way) I will divorce you without causing any harm.",58,10
95,"""Maeganna pabbanua suku duano iyya monroi ri Tanjung Solok iyanaritu tau makkalolo na de nappunnai hak aslinna tanae, naekiya engka cedde'i pole ri pada alena iyya nappunnai hak aslinna tanae iyya monroi, lettu makkokkoe depa gaga ketentue pole ri pamarentae ritujunna status onronna makkokkoe.""","""Sebagian besar masyarakat suku duano yang menempati daerah Tanjung Solok hanya menumpang dan tidak memiliki hak milik atas tanah, namun ada sebagian kecil dari mereka yang memiliki hak milik atas tanah yang mereka tempati, sampai saat ini belum ada kejelasan dari pihak pemerintah tentang status tempat tinggal mereka sekarang.""","""Most of the Duano tribe people who live in the Tanjung Solok area only live and do not have ownership rights to the land, but there are a small number of them who have ownership rights to the land they occupy. Until now there has been no clarity from the government regarding the status of their current residence.""",44,10
96,"Makuttu ri sedding sitinajana purani mancaji dara dageng lettuna cedde-cedde i mebbuki jeppai sininna tau iya bacai ayatnya Allahta'ala ri alena. Bere wedding mabere paringgerrang, makkedai rialena ro, wahai Nabi, ""Melokiga mangkalinga i narekko u pedang ki ri aga iya lebbi mapeddie pole ri makuttu iya tunui atimmu maneng?","Rasa dongkol yang tampaknya telah begitu mendarah daging hingga hampir-hampir membuat mereka menerkam setiap orang yang membacakan ayat Allah kepada mereka. Untuk mencerca dan memberi peringatan, katakanlah kepada mereka itu, wahai Nabi, ""Apakah kalian mau mendengar jika aku beritahu kalian dengan sesuatu yang lebih menyakitkan daripada kedongkolan yang membakar jiwa kalian semua itu?","Their sense of annoyance seems to be so ingrained that it almost makes them pounce on anyone who recites Allah's verses to them. To rebuke and warn them, say to them, O Prophet, ""Would you like to hear if I told you something more painful than the anger that burns in your souls?",49,10
97,"Nasaba yanaritu Malaikat e matu pau i salam mu maneng ro. Narekko yarega ri laleng bola-bola e engka monroi, yanaritu abere salamaki ri alena (mancaji salam) lafal Tahiyyatan mancaji Mashdar bettuanna mancaji pakaraja (ya ripattentu ri sesena puang Allah taala, ya i barrakkaki makanjae) naekiya ri aleng pahala pole ti tau iya puadai.","Karena sesungguhnya para Malaikatlah yang akan menjawab salam kalian itu. Jika ternyata di dalam rumah-rumah itu terdapat penghuninya, maka berilah salam kepada mereka (sebagai salam) lafal Tahiyyatan menjadi Mashdar artinya sebagai penghormatan (yang ditetapkan di sisi Allah, yang diberkati lagi baik) yakni diberi pahala bagi orang yang mengucapkannya.","Because indeed it is the Angels who will answer your greetings. If it turns out that there are occupants in the houses, then greet them (as a greeting). The pronunciation of Tahiyyatan becomes Mashdar, which means respect (which is established in the sight of Allah, who is blessed and good), that is, a reward is given to the person who says it.",53,10
98,"Wettu tangesso nappa iya' cobai manre ri nom nom eatery. Mabbekkala' repiew pole trip advisor sibawa google maps, lettu'ni iya' jokka pole Geddung Sate lao nom nom eatery. Pase' melo' mattama restorengna, aga' ragu-ragu, nasaba' masunying ladde' untu' ukureng cafe ri esso Minggu sibawa manre tangngesso. Iya' lettu makkokkoe onroang asik ladde'.","Tadi siang baru saja cobain makan di nom nom eatery. Berbekal review dari trip advisor dan google maps, sampailah saya berjalan kaki dari Gedung Sate ke nom nom eatery. Pas mau masuk restonya, agak ragu-ragu, karena sepi banget untuk ukuran cafe di hari Minggu dan lunch time. Saya sampai ternyata tempatnya asik banget.","This afternoon I just tried eating at Nom Nom Eatery. Armed with reviews from Trip Advisor and Google Maps, I arrived on foot from Gedung Sate to Nom Nom Eatery. When I wanted to enter the restaurant, I was a little hesitant, because it was very quiet for a cafe on Sundays and lunch time. When I arrived, it turned out that the place was really cool.",52,10
99,"Narekko alena ero bimbeng maga maccio maggabung sibawa tau-tau munapi' ero makkada musu umma' Selleng, sementara dega ajjanciang untu' ero, ato maggabung perrang lao makkelompo' umma' selleng? Larangeng perrangi kelompo' bunge' idasarakeng lao engkana ikateng ajjanciang, nappa kelompo' ekkedua ipigau nasaba' alena pura engka ri laleng assussang.","Juga mereka yang bimbang apakah ikut bergabung bersama orang-orang munafik yang merupakan musuh umat Islam, sementara tidak ada perjanjian untuk itu, atau bergabung perang bersama kelompok umat Islam? Larangan memerangi kelompok pertama didasarkan pada adanya ikatan perjanjian, sedang kelompok kedua dilakukan karena mereka sedang berada di dalam kesulitan.","Also those who are confused whether to join the hypocrites who are enemies of the Islamic Ummah, while there is no agreement for that, or join the war with Muslim groups? The prohibition against fighting the first group was based on the existence of an agreement, while the second group did so because they were in trouble.",47,10
100,"Pasna lettu' akkero iyya' makkutana akki Satpam na alena jawab i (kebetulan engka dua tau) makkeda alena dessa nitawi. Malahan, napastikangngi iyya' dessa utiwi barang aga sibawa alena nasarangkangngi iyya' untu' mengngerang-ngerangngi. Nappi nasaba' iyya' fusa mompa sibawa tengre iyya' lesu femeng lao kantoro'e. Tafi', urasa dessa upuas sibawa jawabanna satpam onnang iyya' lesu femeng sibawa iyya' mappamula falettu' maddareke.","Pas sampai di sana saya menanyakan kepada Satpam dan mereka menjawab (kebetulan ada dua orang) bahwa mereka tidak melihat. Bahkan, memastikan saya tidak bawa barang apa dan dia menyarankan saya untuk mengingat-ingat. Oleh karena saya masih bingung dan gugup saya kembali lagi ke kantor. Tapi, merasa tidak puas dengan jawaban satpam tadi saya balik lagi dan saya mulai menyampaikan komplain.","When I got there I asked the security guard and they answered (coincidentally there were two of them) that they didn't see it. In fact, he made sure I didn't bring anything and he advised me to remember. Because I was still confused and nervous, I returned to the office. However, feeling dissatisfied with the security guard's answer, I came back and started to complain.",60,10
101,"Sininna rupatau, sisungguna pura engka pole Rosul (Muhammad) ero lal alemu (mabbawa) attongengeng pole Puangmu, jaji berimangla alemu, erona lebbi makanja' untu'mu. Nappa ko alemu kapere', (jaji ero lapere' e de' na rugikeng Allata'ala cedde'mo) nasaba' sisungguna aga ero kono' langi' e sibawa ri linoe iyaro appunnang na Allata'ala.","Wahai manusia, sesungguhnya telah datang Rasul (Muhammad) itu kepadamu dengan (membawa) kebenaran dari Tuhanmu, maka berimanlah kamu, itulah yang lebih baik bagimu. Dan jika kamu kafir, (maka kekafiran itu tidak merugikan Allah sedikitpun) karena sesungguhnya apa yang di langit dan di bumi itu adalah kepunyaan Allah.","O people, indeed the Messenger (Muhammad) has come to you with (bringing) the truth from your Lord, so believe, that is better for you. And if you disbelieve, (then disbelief does not harm Allah in the slightest) because indeed everything in the heavens and on the earth belongs to Allah.",49,10
102,"""Iyak copas nasaba engka rujukan, jaji de'na ulle mange post alena, nasaba engka rujukan pole media sosial lainge, untu' mancadi bahan diskusi"", makkedai alena. Lebbi lanjut, Dodi mappuada purai mappuada addampeng secara resmi lao ri masyarakat. Nainappa toi naobbi masyarakat untu' lisu sibawa tennang enrengnge amang. ""Laono mai tassalewangeng sibawa tennang"", adanna alena.","""Saya copas karena ada rujukan, jadi bukan menge post sendiri, karena ada rujukan dari media sosial yang lain, untuk dijadikan bahan diskusi,"" kata dia. Lebih lanjut, Dodi mengaku telah membuat pernyataan maaf secara resmi untuk masyarakat. Dia pun mengajak masyarakat untuk kembali damai dan tenang. ""Ayo kita kembali damai tenang,"" ujar dia.","""I copied it because there were references, so I didn't post it myself, because there were references from other social media, to be used as discussion material,"" he said. Furthermore, Dodi admitted that he had made an official statement of apology to the public. He also invited the community to return to peace and calm. ""Let's return to peace and quiet,"" he said.",53,10
103,"siningna iyaro kajajiang i ri esso Alena engka matu' untu' agungkang i akku umma'-Na na untu' ipakaraja akku siningna tau iya mateppe' e. Idi' engka toki matu' akku antarana umma' na Allah ro, nasaba' idi' purani mateppe' akku kareba iya purae ipalettu' akku idi'","semuanya itu akan terjadi pada hari Ia datang nanti untuk diagungkan oleh umat-Nya dan untuk dihormati oleh semua orang yang percaya. Kalian pun akan berada di antara umat Allah itu, sebab kalian sudah percaya kepada berita yang kami sampaikan kepadamu","all this will happen on the day He comes to be glorified by His people and to be honored by all who believe. You too will be among God's people, because you have believed in the news that we have conveyed to you",44,10
104,"""Tongeng-tongeng anti-komunis, alena nategaskan pemeng komitmenna lao prinsip-prinsip demokrasi, nanyatakan, ""Sebagai warga negara, iya de' nengka melo mita negara ta' mancaji mendesak, mau sibawa ataureng yare'ga aceccengen pole yede kelompok e, makkeda idi' pura kompromi sibawa salah seddi pole demokrasi ta' prinsip-prinsip pole ataureng yare'ga dendam.""""","""Sungguh-sungguh anti-komunis, ia menegaskan kembali komitmennya terhadap prinsip-prinsip demokrasi, menyatakan, ""Sebagai warga negara, saya tidak pernah ingin melihat negara kita menjadi mendesak, baik oleh ketakutan atau kebencian dari kelompok ini, bahwa kita pernah kompromi dengan salah satu dari demokrasi kita prinsip-prinsip melalui ketakutan atau dendam.""""","""Strongly anti-communist, he reaffirmed his commitment to democratic principles, stating, ""As a citizen, I never want to see our country become insistent, either by fear or hatred of this group, that we ever compromise any of our democratic principles through fear or spite.""""",46,10
105,"Tau-tau yaro riwettu riolo yaro purae mebbu dosa na yamaneng tau laingna, pura iya' paringngerrangi lebbi riolo wettukku lokka mita manengko akko bikka duana. Makkokkoe, sementara iya' siabelang sibawa iko, iya paringngerrangi paineng makkeda rekko iya' engka paineng, de'gaga seddito tau pole alena maneng yaro elo' leppe pole hukuman","Orang-orang yang di waktu lalu sudah berbuat dosa dan semua orang lainnya, telah saya peringatkan terlebih dahulu ketika saya mengunjungi kalian pada kedua kalinya. Sekarang, sementara saya berjauhan denganmu, saya memperingatkan kembali bahwa kalau saya datang lagi, tidak seorang pun dari mereka yang akan terlepas dari hukuman","People who have sinned in the past and everyone else, I warned them first when I visited you the second time. Now, while I am far from you, I warn you again that if I come again, none of them will escape punishment.",49,10
106,"Paui ri alena, ""Wedding ga i sembah, agaga rilainna Allah ta'ala ya de nulle mappolei untung sibawa rogi? Nainappa, nasaba yaro, laoki paimeng ki kemusyrikan e purana runtu pajjello lokka mateppe ku Allah ta'ala, nainappa Idi mancaji pada tau ya i godae lino sibawa i sesatkang ku setang e nassabari bingung ni sibawa de ta runtu laleng malempu e.","Katakan kepada mereka, ""Apakah pantas disembah, sesuatu selain Allah yang tidak bisa mendatangkan keuntungan maupun kerugian? Lalu, karena hal itu, kita kembali kepada kemusyrikan setelah mendapat petunjuk menuju keimanan dari Allah, hingga kita menjadi seperti orang yang di dunia digoda dan disesatkan oleh setan hingga bingung dan tidak bisa mendapatkan jalan yang lurus.","Say to them, ""Is it worthy of worship, something other than Allah that can bring neither profit nor harm? Then, because of that, we return to polytheism after receiving guidance towards faith from Allah, until we become like people in the world who are tempted and led astray by Satan until they are confused and cannot find the straight path.",59,10
107,"""Idi tauwe maderiki mebbu sala, idi aga ipalettukeng to mellau dampengki,"" adanna Raffi. Raffi nangakui, syuting acara live iyanaritu passaleng iya matanre resikona. Naiyakiya, passaleng improvisasi iya maderi e messu pole ri paggagkang mappakalebbi. ""Acara live pappadae iya ro, memeng riskan laddek nasaba langsung. Narekko Idi weddingki kurangi dih, idi engka-engka to makkebbu asalang, jaji iya, mellau dampengka,"" adanna.","""Kami manusia biasa bisa khilaf, kita juga menghaturkan permohonan maaf,"" ungkap Raffi. Raffi mengakui, syuting acara live adalah hal yang berisiko tinggi. Apalagi, soal improvisasi yang kadang keluar dari batas kesopanan. ""Acara live seperti ini ya, memang sangat riskan karena live . Kalau bisa kita meminimalisir, 'kan kita ada saja yang luput dari khilaf, jadi ya, mohon dimaafkan,"" katanya.","""We ordinary humans can make mistakes, we also apologize,"" said Raffi. Raffi admitted that filming live events is a high-risk matter. Moreover, it is a matter of improvisation which sometimes goes beyond the bounds of decency. ""A live event like this is very risky because it's live. If we can minimize it, we might make a mistake, so yes, please forgive,"" he said.",59,10
108,"""Terima kasih nasaba parellau doangengta maneng, pole maega tokoh iya bidangiwi, nennia idi'e akhirna iya essoe natangguhkan penahananna. Ya idi liwe sukkuru' ta, matu ku pengadilan idi maelo nauji kuraddo. Mannessana purani ipalettu ku sininna penyidik, matu maelo ipalettu yamaneng kuraddo,"" adanna Mustofa. Alena makkeda, alena engkana jadwal kegiatanna narekko leppe'ni pole sel.","""Terima kasih atas doa teman-teman semuanya, dari banyak tokoh yang membidangi, dan akhirnya kami hari ini ditangguhkan penahanannya. Ya kami sangat bersyukur, nanti di pengadilan kita akan uji di sana. Yang jelas kami sudah sampaikan semua ke penyidik, nanti kita akan sampaikan semua di sana,"" jelas Mustofa. Ia mengatakan, dirinya sudah memiliki jadwal kegiatan selepas keluar dari sel.","""Thank you for the prayers of all friends, from many figures in the field, and finally today we have suspended his detention. Yes, we are very grateful, later in court we will test him there. What is clear is that we have conveyed everything to investigators, later we will convey everything there,"" explained Mustofa. He said he already had a schedule of activities after leaving the cell.",53,10
109,"Alena alena mangakui pura nasellei sidik jari biometrik sibawa pacarna bara makkullei na akses smartphone pada alena. Emma napikkiri'i narekko ri wettu'e ro, de'na gaga gunana mabbageang'i kareba'na. Dé' nappaitangngi makkedaé iyaro gau'é mémeng maja, iyakiya rékko iyaro gau'é matteru-teru mupi kajajiyang, marasa madosai lao ri bainéna.","Ia sendiri mengaku sudah bertukar sidik jari biometrik dengan sang kekasih agar saling bisa mengakses smartphone. Emma menilai jika di zaman ini sudah layaknya berbagi intimasi. Ia tidak mengatakan bahwa ini adalah suatu hal yang salah, namun jika ini terus berlanjut, pasangan yang melakukan hal ini akan merasa dikhianati.","He himself admitted that he had exchanged biometric fingerprints with his lover so they could access each other's smartphones. Emma considers that nowadays it is appropriate to share intimacy. He is not saying that this is something wrong, but if this continues, the partner who does this will feel betrayed.",47,10
110,"""Purana ""ririwa"" iyyanaritu agaga de' yitae iyya poji gangguwi yarega pittau-pittaui tauwe ku esso wenniwi, engka topa yaseng ""kunti anak"" iyyanaritu agaga de' yitae iyya aselengna pole makunrai matampu iyya mate, alena pojiwi gangguwi makunrai iyya matenga yarega melo memana'.""","""Kemudian ""ririwa"" yaitu mahluk halus yang senang mengganggu atau menakut-nakuti manusia pada malam hari, ada pula yang disebut ""kunti anak"" yaitu mahluk halus yang berasal dari perempuan hamil yang meninggal dunia, ia suka mengganggu wanita yang sedang atau akan melahirkan.""","""Then ""ririwa"" is a spirit that likes to disturb or scare people at night, there is also what is called ""kunti anak"" which is a spirit that comes from pregnant women who have died, they like to disturb women who are or are about to give birth.""",40,10
111,"Budi Karya to mellau tauwe de'na pakei moto' lao ri kampongna. Mabbere' lampe' sibawa moto' ri wettu musim malluru de'na rikiring nasaba bahaya. Ri tujunna kemacetan iyya weddingnge mompo ri siare'e onrong sipungenna musim mudik, Budi Karya makkeda, kementeranna pura majjama ri tujunna iyyae passaleng e.","Budi Karya juga meminta masyarakat tidak lagi menggunakan sepeda motor untuk pulang ke kampung halaman. Berkendaraan jauh dengan sepeda motor saat musim mudik tidak dianjurkan karena berbahaya. Mengenai kemacetan yang mungkin muncul di beberapa titik selama musim mudik, Budi Karya mengatakan, kementeriannya sudah melakukan riset untuk hal itu.","Budi Karya also asked people to no longer use motorbikes to return to their hometowns. Riding long distances on a motorbike during the homecoming season is not recommended because it is dangerous. Regarding traffic jams that may arise at several points during the homecoming season, Budi Karya said that his ministry had carried out research on this matter.",46,10
112,"Lettu siarega puloh taung dek iya gampar kok. Iya tembak uluna, pura siarega poloh taung dek engka iya tembak,"" paparna. ""(Soenarko) de'na ullei mancaji gitu-gitu. Aja' mubata-bata, narekko parellu upole engka matti makkeda aja' makkoaro dek nulle. "" - Ryamizard Ryacudu Ryamizard maelo'i makkeda teppe'na ri soal senjata iya riakkada lao ri Soenarko tenniya pabbalu, sangadinna rampasa.","Sampai berapa puluh tahun enggak saya gampar kok. Saya tembak kepalanya, sudah berapa puluh tahun enggak ada saya tembak,"" paparnya. ""(Soenarko) enggak akanlah gitu-gituan. Jangan terlalu khawatir, bila perlu saya datang nanti bilang jangan begitu enggak boleh. "" - Ryamizard Ryacudu Ryamizard kembali menyebut keyakinannya soal senjata yang dituduhkan kepada Soenarko bukanlah selundupan, tapi rampasan.","How many decades have I not been slapped? ""I shot him in the head, it's been decades since I shot him,"" he explained. ""(Soenarko) wouldn't do that. Don't worry too much, if necessary I will come later and tell you not to do that or not. "" - Ryamizard Ryacudu Ryamizard again stated his belief that the weapons accused of Soenarko were not smuggled, but stolen.",57,10
113,"Narimakkuannaro, untu' najagaiwi ana'mu marennu nenniya amang, lebbi-lebbipi narekko muttuju ri laleng angkutanang umum iyarega ri laleng tau maega iya de'na ulle pahangngi ana'mu ri onrong tujuanna, aja' muwallupai tiwi'i kareta utama'mu, Indo'. Mémeng, rékko ri yelle'mu engka ana'lolo iya dé'éppa naissengngi ambo'na, iyaro ana'loloé tette'i matu tassinnau sibawa amang. Iyanaro saba'na natenniya macai lao ri mennang.","Supaya si kecil tetap merasa nyaman dan aman, terlebih bila Anda harus mudik naik kendaraan umum atau berada dalam keramaian yang bagi anak bisa begitu asing di lokasi tujuan, jangan lupa bawa gendongan andalan, Moms. Ya, berada di dekapan Anda, si kecil akan merasa aman ketika berada di tempat baru. Hal ini tentu membuat ia tidak mudah rewel.","So that your little one still feels comfortable and safe, especially if you have to go home by public transportation or are in a crowd which for your child can be very strange at your destination, don't forget to bring your favorite carrier, Moms. Yes, in your arms, your little one will feel safe when they are in a new place. This certainly makes him less fussy.",57,10
114,"Iya' tasselengka cedde nasaba iyaro wettue tauwe lao i bolae, naolli kerjasama mendadak ri uleng Desembar sibawa target abbalukeng ri Januari. Macipi ladde, naiyakiya iya' ucoba bawangmi jolo. Alhamdulillah maega ibantu okko influencer iya natalek iye beritae na abbalukengna makessing ladde. Idi' wedding pasipulung cedde sitengngah miliar rupiah untuk donasi.","Saya agak kaget karena saat itu mereka datang ke rumah, mengajak kolaborasi mendadak di bulan Desember dengan target penjualan di Januari. Mepet sekali, tapi saya coba dulu saja. Alhamdulillah banyak dibantu oleh influencer yang menyebarkan berita ini dan penjualannya luar biasa. Kami bisa mengumpulkan hampir setengah miliar rupiah untuk donasi.","I was a bit surprised because at that time they came to my house, asking for a sudden collaboration in December with a sales target in January. It's really tight, but I'll just try it first. Thank God, there was a lot of help from influencers who spread this news and the sales were extraordinary. We were able to collect almost half a billion rupiah in donations.",50,10
115,"Mallory napaui makkeda engka seddi agaga laleng alena taue yaro natanggapi tantangan pole yaro bulu'e , na iya' elo' missengi apagah engka seddi agaga ri laleng yaro tantangange ale-ale , terutama laleng perjuangan , laleng tantangan loppo yaro de'pa namulle ripappura sibawa taue , yaro molli' manengki' , na laleng pengalamanku' iya' , yaro agagae tongeng .","Mallory mengatakan bahwa ada sesuatu dalam diri manusia yang menanggapi tantangan dari gunung itu , dan saya ingin tahu apakah ada sesuatu di dalam tantangan itu sendiri , terutama dalam perjuangan , dalam tantangan besar yang belum dapat diselesaikan oleh manusia , yang memanggil kita , dan dalam pengalaman saya , hal itu benar .","Mallory says that there is something in man that responds to the challenge of the mountain, and I wonder if there is something in the challenge itself, especially in the struggle, in the great challenges that man has not been able to solve, that calls to us, and in my experience, that is true.",57,10
116,"(Nappa ipodang lao Nuh, makkada ciceng-ciceng de' nengka maimang pole riantara kaungmu kicuali tau ero pura maimang baweng, nasaba' ero leng alena jamai) naseng masussa (ero aga-aga ro tuli alena jamang) ero makkabbua' siri', jaji Nabi nuh millau doang palennye' pole alena ero de' na maimang, iyaro ipodang makkada, ""Oh Puangku!","(Dan diwahyukan kepada Nuh, bahwasanya sekali-kali tidak akan beriman di antara kaummu kecuali orang yang telah beriman saja, karena itu janganlah kamu bersedih hati) merasa susah (tentang apa yang selalu mereka kerjakan) yaitu perbuatan syirik. Maka Nabi Nuh mendoakan kebinasaan bagi mereka yang tidak beriman, yaitu yang disitir oleh firman-Nya, ""Wahai Rabbku!","(And it was revealed to Noah, that none of your people will ever believe except those who have believed, therefore do not be sad) feeling troubled (about what they always do), namely the act of shirk. So Prophet Nuh prayed for destruction for those who did not believe, namely those who were quoted in His words, ""O my Rabb!",51,10
117,"Tau-tau iya lettu' e na akku alena yacciang pole Puangna, nainappa paja (pole mala riba), jaji alena aga iya purae iala riolo (rimaddiolona engka yacciang) na urusanna (elo'na mani bawang) akku Allah. Tau iya lisu e (mala riba), jaji iyaro tau e ianaritu monro-monro ranaka alena pulana ri laleng na.","Orang-orang yang telah sampai kepadanya larangan dari Tuhannya, lalu terus berhenti (dari mengambil riba), maka baginya apa yang telah diambilnya dahulu (sebelum datang larangan) dan urusannya (terserah) kepada Allah. Orang yang kembali (mengambil riba), maka orang itu adalah penghuni-penghuni neraka mereka kekal di dalamnya.","Those who have received a prohibition from their Lord, and then continue to stop (from taking usury), will have for them what they have taken previously (before the prohibition came) and its affairs are (up to) Allah. Those who return (take usury), then those people are the inhabitants of hell they will abide therein.",50,10
118,"""Naekiya alemu makkada Narekko seddi taumakkada lao ri ambo'na iyaregga indo'na Aga engka iya ri aleku, iya wedding riyakkegunang untu mapparakaimmu, pura riyakkegunang untu karobang--iyanaritu persembahan lao ri Allah--, nappa alemu de' nalipessangi pemeng makkebbu seddi gau untu ambo'na iyaregga indo'na.Sibawa makkuro adanna Allah alemu mappuada de naberlaku demi ade' iya muaccoweri iyaero.""","""Tetapi kamu berkata Kalau seorang berkata kepada bapanya atau ibunya Apa yang ada padaku, yang dapat digunakan untuk pemeliharaanmu, sudah digunakan untuk korban--yaitu persembahan kepada Allah--, maka kamu tidak membiarkannya lagi berbuat sesuatupun untuk bapanya atau ibunya.Dengan demikian firman Allah kamu nyatakan tidak berlaku demi adat istiadat yang kamu ikuti itu.""","""But you say If a person says to his father or mother What I have, which could be used for your maintenance, has been used for sacrifice - that is, an offering to Allah -, then you no longer let him do anything for his father or mother. In this way you declare the word of Allah to be invalid for the customs that you follow.""",53,10
119,"Tettongngi ri tanaé sibawa dara. ""Engka tau masekkang iya muttama'é ri bolaéro untu' sappai anrasa-rasanna. Wettu muttama ri kamara'e naruntu'i korban pura mate sibawa kondisi tekkengna terluka, "" pakkedana Sukamto, perangkat desa setempat. Polisia makkokkoe makkebbu kajajiang kajajiang e. Engka anggapan narekko iya mpuno e iyyanaritu lakkainna, nasaba riolo siare pasangan iyae marellau ri cek cok.","Posisinya terlentang di lantai dengan bersimbah darah. ""Ada kerabatnya yang masuk ke rumah berniat mencari korban. Saat masuk kamar menemukan korban sudah meninggal dunia dengan kondisi leher terluka,"" kata Sukamto, perangkat Desa setempat. Pihak kepolisian kini tengah melakukan olah TKP. Ada dugaan pelaku pembunuhan adalah suaminya, karena sebelumnya pasangan suami istri ini kerap terlibat cek cok.","His position was lying on the floor covered in blood. ""A relative entered the house intending to look for the victim. When they entered the room they found the victim dead with an injured neck,"" said Sukamto, a local village official. The police are currently investigating the crime scene. There are suspicions that the perpetrator of the murder was her husband, because previously this husband and wife were often involved in choke checks.",56,10
120,"Nappa tau-tau kapere' amaleng-amaleng alena iyaro lassanakeng annawang-nawang ri tana ero datara', ero isangkang wai' pole tau-tau ero hausu', tapi'na narekko ipaengka wai' ero alena de'na runtuki aga-aga mai. Nappa iruntuki (attetapeng) Allata'ala risisinna, nappa Allata'ala mareng alena perhitungeng ammalang-ammalang sibawa cuku' nappa Allata'ala iyaro liwe' masiga'-siga' perhitungeng-Na.","Dan orang-orang kafir amal-amal mereka adalah laksana fatamorgana di tanah yang datar, yang disangka air oleh orang-orang yang dahaga, tetapi bila didatanginya air itu dia tidak mendapatinya sesuatu apapun. Dan didapatinya (ketetapan) Allah disisinya, lalu Allah memberikan kepadanya perhitungan amal-amal dengan cukup dan Allah adalah sangat cepat perhitungan-Nya.","And those who disbelieve, their deeds are like a mirage on flat land, which a thirsty person thinks is water, but when he approaches the water he finds nothing. And he found (determination) Allah by his side, then Allah gave him a sufficient account of his deeds and Allah is very quick in His calculations.",48,10
121,"Iyakiya rékko Yehuwa mébbui séuwa iya déé naengka nakajajiyang , angkanna iyaro tanaé tabbukka sibawa naemmei mennang silaong sininna waramparanna , angkanna nonno mennang sibawa tuwo-tuwo ri laleng Syeol , muwissenni matu makkedaé sining tauwéwé purai napakatunai Yehuwa degaga respek .","Tetapi jika Yehuwa akan membuat sesuatu yang sama sekali baru , dan tanah akan membuka mulutnya dan menelan mereka dan segala milik mereka dan mereka turun hidup - hidup ke Syeol , maka kamu akan mengetahui dengan pasti bahwa orang - orang ini telah memperlakukan Yehuwa tanpa respek .","But if Jehovah were to make something completely new , and the land would open its mouth and swallow them and all their possessions and they would go down alive to Sheol , then you would know for sure that these people have treated Jehovah without respect .",41,10
